group,image,label,nuc_area,nuc_mean,nuc_integrated,cell_area,cell_mean,cell_integrated,cyto_area,cyto_mean,cyto_integrated,saturated_px,flag_saturated,flag_area_outlier,flag_no_cyto,keep
unknown,PB154766,89,25680.0,0.7964573906055677,20453.02579075098,27904.0,0.7890460160667709,22017.540032327175,2128.0,0.6516452428317607,1386.701076745987,0.0,False,False,False,True
unknown,PB154766,91,26880.0,0.7757575705359202,20852.363496005535,55824.0,0.6621958843175312,36966.42304614186,29120.0,0.5570538880497954,16221.409220010042,0.0,False,False,False,True
unknown,PB154766,92,22692.0,1.1608186211117189,26341.296150267124,24888.0,1.1526960384798792,28688.299005687237,2196.0,1.0687626846175375,2347.0028554201126,15.0,True,False,False,False
unknown,PB154766,93,33780.0,0.9278461963644107,31342.644513189793,49856.0,0.8434298525496227,42050.03872871399,16076.0,0.666048408529746,10707.394215524197,12.0,True,False,False,False
unknown,PB154766,94,21696.0,1.1341796472509307,24607.16162675619,25360.0,1.1165408680538649,28315.476413846016,3344.0,1.0256387756237288,3429.736065685749,0.0,False,False,False,True
unknown,PB154766,95,29744.0,0.9150485528924569,27217.20415723324,33584.0,0.8925568385528008,29975.62886595726,4256.0,0.717113371756404,3052.0345101952553,0.0,False,False,False,True
unknown,PB154766,96,34500.0,0.8768329205150189,30250.735757768154,40060.0,0.8589881014136511,34411.06334263086,5560.0,0.7482603569896958,4160.327584862709,3.0,True,False,False,False
unknown,PB154766,99,27648.0,0.9976623406271554,27583.36839365959,69856.0,0.9359923050471377,65384.67846137285,42240.0,0.8954515179478083,37823.872118115425,0.0,False,False,False,True
unknown,PB154766,100,24064.0,0.5372430666676782,12928.217156291008,151312.0,0.540695407548485,81813.70350697637,127184.0,0.5412532381325817,68838.75183865428,0.0,False,False,False,True
unknown,PB154766,101,21224.0,0.8363878901414588,17751.49658036232,21592.0,0.8343733623320193,18015.78963947296,368.0,0.7181876606267431,264.2930591106415,0.0,False,False,True,False
unknown,PB154766,102,13760.0,0.8864444406833066,12197.4755038023,23504.0,0.8323527218037272,19563.618373274803,9744.0,0.7559670432545673,7366.142869472504,0.0,False,False,False,True
unknown,PB154766,103,16464.0,0.8699274991681497,14322.486346304417,25360.0,0.7905850988704042,20049.23810735345,8896.0,0.6437445774560513,5726.751761049032,0.0,False,False,False,True
unknown,PB154766,104,17616.0,0.7500319662288196,13212.563117086887,26000.0,0.7153778664309245,18599.824527204037,8976.0,0.6475678197109869,5812.568749725819,0.0,False,False,False,True
unknown,PB154766,105,31184.0,0.7673997993768791,23930.595343768597,168336.0,0.6988002648376153,117633.24138170481,137152.0,0.6832029138323628,93702.64603793621,0.0,False,False,False,True
unknown,PB154766,106,22708.0,1.1156552799737682,25334.30009764433,88416.0,0.8880358031798199,78516.57357394695,65792.0,0.8097075210288095,53272.27722352743,0.0,False,False,False,True
unknown,PB154766,107,18688.0,0.615443025302614,11501.39925685525,27484.0,0.5849920895539974,16077.922589302063,8460.0,0.511326950577134,4325.826001882553,0.0,False,False,False,True
unknown,PB154766,108,24544.0,1.0379135412136105,25474.549955546856,25168.0,1.0278201979210213,25868.178741276264,1344.0,0.8202654995645086,1102.4368314146996,0.0,False,False,True,False
unknown,PB154766,109,16768.0,0.5899028951152875,9891.49174529314,48768.0,0.505754456328585,24664.633326232433,31440.0,0.4591906969651163,14436.955512583256,0.0,False,False,False,True
unknown,PB154766,111,29616.0,0.7067640122833251,20931.522987782955,56612.0,0.6421933580948794,36355.85038846731,27108.0,0.5688553301105461,15420.530288636684,0.0,False,False,False,True
unknown,PB154766,112,25024.0,0.8749600771726455,21895.00097116828,93888.0,0.6640461287648501,62345.96293747425,68864.0,0.5874036066203818,40450.96196630597,0.0,False,False,False,True
unknown,PB154766,113,15696.0,0.6271391833081431,9843.576621204615,16096.0,0.6226689956460155,10022.480153918266,976.0,0.5366512606317391,523.7716303765774,0.0,False,False,True,False
unknown,PB154766,114,19664.0,1.3151589511121502,25861.285614669323,48460.0,0.9221155031679142,44685.71728351712,28860.0,0.6546493740820752,18893.18093600869,31.0,True,False,False,False
unknown,PB154766,115,17664.0,0.699554070970381,12356.92310962081,46656.0,0.6170821808954376,28790.58623185754,28880.0,0.5665568494214741,16362.161811292171,0.0,False,False,False,True
unknown,PB154766,116,25712.0,0.8424960500859164,21662.258439809084,35632.0,0.807471912706352,28771.839193552732,9920.0,0.7166916082402871,7109.5807537436485,0.0,False,False,False,True
unknown,PB154766,117,24256.0,0.7612929580140967,18465.92198958993,64912.0,0.6748335394523496,43804.79471293092,40656.0,0.6232505097240503,25338.872723340988,0.0,False,False,False,True
unknown,PB154766,118,28368.0,0.8478247516720782,24051.09255543351,69840.0,0.7034667785711509,49130.11981540918,41472.0,0.6047219150264196,25079.02725997567,0.0,False,False,False,True
unknown,PB154766,119,25432.0,0.8144256919692732,20712.474198162556,54637.0,0.7392141471334666,40388.44335693121,29205.0,0.6737191973555438,19675.969158768654,0.0,False,False,False,True
unknown,PB154766,120,14320.0,0.8522098564610467,12203.64514452219,14832.0,0.8492105454126093,12595.490809559822,512.0,0.765323564526625,391.845665037632,0.0,False,False,True,False
unknown,PB154766,121,30400.0,0.8199312401484502,24925.909700512886,146060.0,0.6843948564057429,99962.71272662282,115660.0,0.6487705604885866,75036.80302610993,0.0,False,False,False,True
unknown,PB154766,122,12016.0,0.8905407668310856,10700.737854242325,12784.0,0.8805362790244841,11256.775791049004,768.0,0.7240077302170297,556.0379368066788,0.0,False,False,True,False
unknown,PB154766,123,21168.0,1.1863434614834691,25112.518392682076,22416.0,1.1684329370668238,26191.592717289925,1648.0,0.9507211321621265,1566.7884258031845,4.0,True,False,True,False
unknown,PB154766,124,11424.0,0.7574036529376393,8652.579331159592,23744.0,0.6925570443824858,16444.07446181774,12320.0,0.6324265528131615,7791.49513065815,0.0,False,False,False,True
unknown,PB154766,125,13936.0,0.6847247157104732,9542.323638141155,64752.0,0.582543814773891,37720.877094239,51040.0,0.5550661219412397,28330.574863880873,0.0,False,False,False,True
unknown,PB154766,127,19664.0,0.9609495101510217,18896.11116760969,70244.0,0.843960186536685,59283.139343082905,50580.0,0.7984782162015266,40387.02817547321,0.0,False,False,False,True
unknown,PB154766,128,21944.0,0.9439802390899791,20714.7023665905,36964.0,0.878000712743983,32454.418345868587,15148.0,0.7776715413487489,11780.16850835085,0.0,False,False,False,True
unknown,PB154766,130,16528.0,0.9981340064314651,16497.158858299255,19136.0,0.9904222958331872,18952.72105306387,2608.0,0.9415499213054502,2455.562194764614,0.0,False,False,False,True
unknown,PB154766,131,24816.0,0.9305478107859095,23092.47447246313,51904.0,0.7545822107097601,39165.835064679384,27088.0,0.5933756863635652,16073.360592216253,0.0,False,False,False,True
unknown,PB154766,132,24304.0,0.8200298057546578,19930.004399061203,81696.0,0.6720254469843113,54901.7909168303,57392.0,0.6093495002399132,34971.7865177691,0.0,False,False,False,True
unknown,PB154766,133,10512.0,0.6439319047481502,6769.012182712555,10816.0,0.6333972506429009,6850.824662953615,848.0,0.5235031490688616,443.93067041039467,0.0,False,True,True,False
unknown,PB154766,134,25456.0,1.0615643636188292,27023.182440280914,83296.0,0.9532242075096826,79399.76358872652,57072.0,0.9029205302760853,51531.48050391674,0.0,False,False,False,True
unknown,PB154766,135,24208.0,0.943984875171116,22851.985858142376,118528.0,0.7434020633220906,88113.95976144075,94304.0,0.6919152787745929,65250.37844955921,0.0,False,False,False,True
unknown,PB154766,136,24000.0,0.9888258880327145,23731.82131278515,27056.0,0.9872751163020246,26711.715546667576,3536.0,0.9340039611840409,3302.638006746769,3.0,True,False,False,False
unknown,PB154766,138,24612.0,0.8702269084842422,21418.02467161417,26388.0,0.857766550109389,22634.743724286556,1776.0,0.6850895566849021,1216.7190526723862,0.0,False,False,True,False
unknown,PB154766,139,20176.0,0.967933020738384,19529.016626417637,20608.0,0.9657122834805423,19901.398737967014,432.0,0.8619956285865219,372.38211154937744,0.0,False,False,True,False
unknown,PB154766,140,23872.0,0.8857363715553132,21144.298661768436,24864.0,0.8781599478707427,21834.568943858147,1760.0,0.7468758425252005,1314.5014828443527,0.0,False,False,True,False
unknown,PB154766,141,10304.0,0.9335717889104292,9619.523712933064,11024.0,0.9148463339792194,10085.265985786915,1024.0,0.7349069713964127,752.5447387099266,0.0,False,True,True,False
unknown,PB154766,142,16608.0,1.0410013393192106,17288.95024341345,191944.0,0.7943105737931052,152463.1487761438,174600.0,0.7701111266732148,134461.4027171433,0.0,False,False,False,True
