offset,control,treatment,ratio_T_over_C
0.0,0.6452016932351556,0.8600413260431305,1.3329805781053223
0.09165164722019492,0.5535500460147476,0.7683896788226412,1.3881123926456507
0.18330329444038984,0.46189839879459743,0.6767380316024149,1.4651231382669394
0.27495494166058476,0.37024675157431935,0.5850863843820221,1.5802606826236478
0.3666065888807797,0.2785951043544406,0.4934347371623471,1.7711536543534458
0.4582582361009746,0.1869434571341692,0.401783089942036,2.149222530177542
