condition,rep,field,label,nuc_area,nuc_perimeter,nuc_equivalent_diameter_area,nuc_solidity,nuc_eccentricity,nuc_axis_major_length,nuc_axis_minor_length,nuc_feret_diameter_max,nuc_circularity,nuc_aspect,cell_area,cell_perimeter,cell_equivalent_diameter_area,cell_solidity,cell_eccentricity,cell_axis_major_length,cell_axis_minor_length,cell_feret_diameter_max,cell_circularity,cell_aspect,cell_nuc_area_ratio,blue_nuc_mean,blue_nuc_integrated,blue_cell_mean,blue_cell_integrated,blue_cell_cv,blue_cyto_mean,blue_cyto_integrated,cyto_area,blue_nc_ratio,green_nuc_mean,green_nuc_integrated,green_cell_mean,green_cell_integrated,green_cell_cv,green_cyto_mean,green_cyto_integrated,green_nc_ratio,red_nuc_mean,red_nuc_integrated,red_cell_mean,red_cell_integrated,red_cell_cv,red_cyto_mean,red_cyto_integrated,red_nc_ratio,green_saturated_px,red_saturated_px,flag_area_outlier,flag_no_cyto,flag_saturated,keep_shape,keep_intensity
control1_health,1,PB154766,13,49664.0,969.2375900532359,251.4640506110707,0.9777532779462141,0.5394773057217715,274.36481882150895,231.0152159974597,281.2205540141047,0.6643410079756037,1.187648257872875,192260.0,5180.129075763134,494.76563630751724,0.5221292531971116,0.6240090701039491,766.3502296334051,598.8391721883656,784.255060551094,0.0900362999222557,1.2797262858287912,3.87121456185567,4.425667575402089,219796.35446476936,2.8482118818968996,547597.2164134979,0.35187305166886473,2.2936736546099485,325784.23120617867,142036.0,1.9295105764096583,0.8215509196641355,40801.50487419963,0.6495241543227138,124877.51391008496,0.24125920217284066,0.5887899933875794,83629.37550079823,1.3953207916075059,0.5271100082990386,26178.391452163458,0.5393985600444308,103704.76715414226,0.18815268326102821,0.5440983076600405,77281.54722680151,0.9687771508901358,0.0,0.0,False,False,False,True,True
control1_health,1,PB154766,14,62256.0,1096.651803615609,281.543604255242,0.965179374282968,0.6786037291871723,330.78966586637995,242.96652475141397,326.5333061113368,0.6505093796872689,1.36146189770307,154912.0,1708.5340546095176,444.1171966429734,0.9821091204179188,0.5557727078126905,488.10667909434375,405.7798181941873,486.0257194840619,0.6668799275572822,1.2028855482920016,2.488306347982524,4.773327211228749,297168.258862257,3.347481467564677,518565.04910337925,0.3770801857545388,2.3894490399015957,221396.79024112225,92656.0,1.9976685551851436,0.7861374365307048,48941.77224865556,0.6309735970890992,97745.38187226653,0.2712725859320534,0.5267182872518884,48803.60962361097,1.4925197312444107,0.5360557954850317,33372.689603716135,0.5762451777382424,89267.29297378659,0.27460198312233447,0.6032486117474363,55894.60337007046,0.8886150503226746,0.0,0.0,False,False,False,True,True
control1_health,1,PB154766,16,53136.0,1003.5807358037436,260.10547177836844,0.9757244114730618,0.6532077549770091,299.76249454071063,226.9737848533341,302.65491900843114,0.6629703254165117,1.3206921439601984,129216.0,2448.5168106668143,405.61425149087006,0.7305209122465824,0.7748649480456542,560.0486189231061,354.0217506323218,602.182696529882,0.27084447251767657,1.5819610459605875,2.4317976513098465,3.94828771407419,209796.21597504616,3.0275379748781566,391206.3469618559,0.2727923117949614,2.3844654440958166,181410.13098680973,76080.0,1.6558376737438403,0.865421644235027,45985.044488072395,0.7766698723545444,100358.17422616482,0.15116026386084205,0.7146836190601001,54373.12973809242,1.2109157411123632,0.4554157803371858,24198.972903996706,0.48361953475142155,62491.38180243969,0.11488927056389094,0.5033176774243294,38292.40889844298,0.9048277077565087,0.0,0.0,False,False,False,True,True
control1_health,1,PB154766,17,46240.0,950.8944443027283,242.6408797967769,0.9754862664022615,0.5235328265677114,263.38280465902955,224.40359933042188,269.2675249635574,0.6426330682075306,1.1737013374335985,159352.0,2444.1736649163067,450.4367524221771,0.7565134827193316,0.5366071965107345,523.5845487065898,441.81748142310204,634.2696587414536,0.3351994225341821,1.1850697872345715,3.4461937716262976,4.270896337988261,197486.2466685772,2.8461190291189324,453534.7595281601,0.3394671824160023,2.259078308729193,254299.92705702782,112568.0,1.890548159169738,0.7646488058822275,35357.3607839942,0.5976889200770051,95242.92479211092,0.23183599921405107,0.5286194811096646,59505.63774955273,1.4465013742533592,0.5162867420291767,23873.09895142913,0.5802506504152005,92464.10164496303,0.14391527837440216,0.6059649761380456,68212.26543390751,0.852007562086494,0.0,0.0,False,False,False,True,True
control1_health,1,PB154766,18,59088.0,1171.4213562373095,274.2866716034727,0.930695564516129,0.7943321608596694,357.9218978305176,217.43171069149517,342.1637035104688,0.5411066602559332,1.646134764300126,140764.0,2624.6000717874995,423.35126228121777,0.7286147602927627,0.6164867681895437,545.020940092603,429.1305583520582,628.1687671318911,0.2567882754738915,1.2700585625633039,2.3822772813430815,4.143065521323581,244805.45552396774,3.034081009385267,427089.3792051077,0.32716409890738835,2.2317929830199805,182283.92368113995,81676.0,1.856384329928906,0.8929014027768314,52759.75808727741,0.7026701341981131,98910.6587702632,0.2832897599332344,0.5650484926169962,46150.90068298578,1.5802208384653846,0.4484970892953285,26500.79601228237,0.482499082650697,67918.50087024271,0.18313945631820433,0.5070976156760902,41417.70485796034,0.8844393572968543,0.0,0.0,False,False,False,True,True
control1_health,1,PB154766,19,59680.0,1144.651803615609,275.6572800232102,0.9382467614136587,0.8033272125403722,363.7724429746275,216.64027653966073,361.7070637961056,0.5723897981817708,1.679154258778981,71376.0,1350.1076477383249,301.46101861603427,0.8765319906668304,0.7074237264850602,365.844912847746,258.5754139154769,380.7571404451924,0.49206817239976597,1.4148480217354824,1.1959785522788204,4.016955664046808,239731.9140303135,3.786953658356551,270297.6043188572,0.15625364246235587,2.665341557706305,32666.426131248474,12256.0,1.5071072795276763,0.7839334866561335,46785.15048363805,0.7817803276575412,55800.35266688466,0.1498614285528069,0.7699732432827626,9436.792069673538,1.0181308162266154,0.4620050167380245,27572.459398925304,0.48286069695192907,34464.66510564089,0.1415300119994939,0.5845197899894443,7163.87454611063,0.7904009832521971,0.0,0.0,False,False,False,True,True
control1_health,1,PB154766,20,50752.0,1067.5807358037437,254.2035668010954,0.9274175864337402,0.6940081807953472,302.09760994976756,217.5003443288876,329.1200388915874,0.5595792068869064,1.3889523296246298,173456.0,3788.0803025278547,469.94791038112123,0.5864517263297405,0.8386987009313653,825.6375412140029,449.63866425301416,777.359633631693,0.1519010714623698,1.8362245217182038,3.417717528373266,3.9437117620146966,200151.25934576988,2.7643001682313426,479484.4499807358,0.29197476852282206,2.268399945824924,276781.08778977394,122016.0,1.7385434033681966,0.7647304666712458,38811.60064449906,0.5948139907433633,103174.05557838082,0.2388702131320822,0.5233408845394436,63855.961367964745,1.461247323232223,0.4290473228473155,21775.009729146957,0.4918449054685285,85313.44992294908,0.17512373485323812,0.5177572024268055,63174.6628113091,0.8286650979190758,0.0,2.0,False,False,True,True,False
control1_health,1,PB154766,21,48304.0,970.9949493661167,247.99710274292985,0.9742245169618007,0.6649458777503277,287.89611769636724,215.02717608221008,287.1671986839723,0.6438119267830558,1.338882474958875,67952.0,1605.1198410471445,294.14141759338105,0.7851728600480681,0.6738754306599536,376.9484710390776,278.5064854136734,426.64387959983674,0.33143409397207363,1.3534638896440263,1.4067572043723087,4.296267738417112,207526.91683650017,3.760185488249053,255512.12429749966,0.24622992182037337,2.4684118695350974,49960.65623939037,20240.0,1.7404987358233188,0.8501996173492209,41068.04231643677,0.7905145678761316,53717.04591631889,0.18499780893459986,0.6428948594647433,13012.191955566406,1.3224551492868892,0.5263016942077794,25422.477037012577,0.5809435790923516,39476.27808648348,0.2121351281417123,0.7111069742369321,14392.805158555508,0.7401160630895769,0.0,383.0,False,False,True,True,False
control1_health,1,PB154766,22,39364.0,865.095454429505,223.87452163869597,0.973537122223871,0.372795356431164,233.2367897725438,216.42358587688383,240.52026941611388,0.6609689023659416,1.0776865600278172,153268.0,2923.5706345359768,441.75431921201283,0.6915926647895458,0.9042642170768866,812.6064450392839,346.9612809436496,861.1231038591404,0.22533786349588547,2.3420666502878755,3.8936083731328117,4.1274507732159265,162472.97223687172,2.8207659497808484,432333.15559101105,0.28969773163064316,2.3691896979398384,269860.1833541393,113904.0,1.7421360462629938,0.7003533335726456,27568.70862275362,0.5793460294826748,88795.2072467506,0.1942625799320564,0.5375272038207348,61226.49862399697,1.3029170032596402,0.47229531272290354,18591.432690024376,0.5383063148473136,82505.13226401806,0.19174270795133314,0.5611190087617088,63913.69957399368,0.8417025717328244,0.0,0.0,False,False,False,True,True
control1_health,1,PB154766,23,39104.0,849.4386001800126,223.13394891258434,0.9762820192739802,0.44692246055350415,236.4271052380206,211.50123370987816,246.00203251192866,0.6810312862200248,1.1178521330156113,49536.0,1046.8944443027283,251.1397899338156,0.9335142469470827,0.6313214715959449,291.84627456895277,226.3329858364615,301.3585903869342,0.5679694919337077,1.2894553283533685,1.2667757774140753,4.116052133215625,160954.1026172638,3.7345575290041415,184995.04175674915,0.21938399603294695,2.336942609065949,25052.024769186974,10720.0,1.7612979100333008,1.016780508765204,39760.185014754534,0.9655780557751203,47830.87457087636,0.1768884318536589,0.7771493041748876,8331.040540754795,1.3083464185105806,0.5608981214395119,21933.360140770674,0.6041239465512239,29925.883816361427,0.18550406497178426,0.7614749203700183,8163.011146366596,0.7365943466226813,0.0,0.0,False,False,False,True,True
